agrp,rsex,ethnicgrpr,sexidr,rnssecgp_6,adj_imd_quintile,rwcasual,snnolov,snpres,snold,snsexdrv,snmedia,snearly,attconservative,dage1ch,disabil2,depscr,religimp,relstatr,total_wt
35-44,Female,White,Not heterosexual/straight,Semi-routine and routine occupations,3.0,Not wrong at all,Agree,Agree strongly,Agree,Disagree,Neither agree or disagree,Agree strongly,-0.3165167873856744,,None,No,Not important at all,Living with partner,0.9367896186378033
16-24,Male,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Always wrong,Neither agree or disagree,Disagree,Disagree,Disagree strongly,Agree,Agree strongly,-0.29549513735736604,,None,No,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,1.2681830668410463
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Sometimes wrong,Agree,Agree,Agree,Disagree,Agree,Agree,-0.25819812677516724,21.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.38983136555998665
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Rarely wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree strongly,-0.028993015982907433,26.0,None,No,Not very important,Living with partner,0.7662119490611138
45-54,Male,White,Heterosexual/straight,Student in full-time education,2.0,Not wrong at all,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,-1.0930759665402838,23.0,Non-limiting,No,Fairly important,Living with partner,6.129347245408658
35-44,Male,Not white,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Neither agree or disagree,Disagree strongly,Disagree,Agree strongly,Agree,Neither agree or disagree,-0.7950961940018645,,None,No,Very important,Married/In a civil partnership and living with spouse/partner,1.629149119174874
45-54,Male,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Always wrong,Disagree,Agree,Disagree,Disagree,Agree,Agree,0.15666419468701034,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,1.067594249649062
35-44,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Mostly wrong,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Agree,-0.26008617655946586,22.0,None,No,Not very important,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,1.1774119059742068
25-34,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Sometimes wrong,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,1.513506568980707,25.0,Limiting,Yes,Not important at all,Married/In a civil partnership and living with spouse/partner,0.8959593444901892
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Not wrong at all,Agree strongly,Disagree,Disagree,Agree strongly,Neither agree or disagree,Agree,-1.5183147444665706,20.0,None,No,Not very important,Living with partner,1.2262176039263375
25-34,Male,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Not wrong at all,Agree strongly,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-1.467909934172534,,None,No,Not very important,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.6131088019631687
16-24,Female,White,Heterosexual/straight,Student in full-time education,3.0,Sometimes wrong,Agree,Agree,Disagree strongly,Disagree strongly,Neither agree or disagree,Agree strongly,-1.012840207345857,,Limiting,No,Not very important,Living with partner,0.369477315668341
65-74,Male,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[least deprived],Always wrong,Disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,0.7594194210861542,27.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,1.7687656755404406
45-54,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,[most deprived],Depends/Don't know,Agree strongly,Agree strongly,Disagree,Agree,Agree strongly,Agree strongly,-0.3897216497353147,27.0,Non-limiting,Yes,Very important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.7896544089947097
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Rarely wrong,Agree,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,1.1355865058265662,20.0,Limiting,Yes,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.305100573457563
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Not wrong at all,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Neither agree or disagree,Agree strongly,-1.3767407429079286,23.0,None,No,Not important at all,Living with partner,0.5963180694998161
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Sometimes wrong,Agree,Agree,Disagree strongly,Disagree strongly,Agree,Agree,-1.0702725636896984,23.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.3020993652004405
16-24,Male,White,Heterosexual/straight,Student in full-time education,4.0,Not wrong at all,Agree,Agree,Neither agree or disagree,Agree strongly,Agree,Agree,-0.2523686264629543,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.46634809118666354
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Mostly wrong,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree,Agree strongly,1.8128304466007161,20.0,None,Yes,Not important at all,Living with partner,0.5849914566974456
45-54,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Not wrong at all,Agree strongly,Agree,Agree,Disagree,Agree strongly,Agree,-0.47797333842620715,17.0,None,No,Not very important,Living with partner,1.5573723647690654
35-44,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[least deprived],Sometimes wrong,Agree,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,1.0827366701421617,36.0,Limiting,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.3666587159984154
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Always wrong,Agree,Agree strongly,Agree strongly,Agree,Agree strongly,Agree strongly,1.666591468889845,,None,No,Very important,Living with partner,0.46618822987400416
16-24,Male,Not white,Heterosexual/straight,Student in full-time education,3.0,Sometimes wrong,Agree strongly,Agree,Neither agree or disagree,Agree strongly,Neither agree or disagree,Agree,-0.52889245202736,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",1.132812150709858
16-24,Male,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Sometimes wrong,Neither agree or disagree,Disagree,Neither agree or disagree,Agree strongly,Agree,Agree strongly,0.3130895893539908,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.7307651921431771
25-34,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Sometimes wrong,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-0.439657333640988,28.0,None,No,Not important at all,Living with partner,0.48646973210466354
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Sometimes wrong,Agree,Agree,Agree,Agree,Agree,Agree,0.110035483961571,19.0,None,No,Not important at all,Living with partner,0.5747913596592271
45-54,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Always wrong,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-0.10245562836348107,17.0,None,No,Fairly important,Living with partner,1.3575034595349673
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Not wrong at all,Agree,Agree,Disagree,Disagree,Agree,Neither agree or disagree,-1.4370466216614806,36.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.1749833085176664
55-64,Male,White,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-0.24435765071767,31.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.7766654767029721
25-34,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Depends/Don't know,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-1.0345120782270327,,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.38080140701079057
25-34,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Sometimes wrong,Agree,Agree,Don't know,Agree,Neither agree or disagree,Agree strongly,,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.5486022020613274
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Sometimes wrong,Disagree,Agree,Disagree,Disagree,Disagree,Agree,-0.9116895350588765,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.3804019299727784
45-54,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Always wrong,Agree,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,0.27696421072318805,,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.6449022984996947
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Not wrong at all,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,-0.41128302668430516,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.7815222254845666
16-24,Male,White,Heterosexual/straight,Student in full-time education,2.0,Rarely wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,-0.817577396795129,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.5406295670434107
65-74,Male,White,Heterosexual/straight,Small employers and own account workers,[least deprived],Sometimes wrong,Neither agree or disagree,Disagree,Neither agree or disagree,Don't know,Agree strongly,Agree,,29.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.4836646426271616
25-34,Female,White,Heterosexual/straight,Never worked or long term unemployed,4.0,Sometimes wrong,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,0.14886579205390632,18.0,Non-limiting,No,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.3173770388115436
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree,Agree,Disagree,Disagree,Agree,Neither agree or disagree,-0.9312440637452202,,Non-limiting,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.6833293579992077
35-44,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Always wrong,Neither agree or disagree,Agree,Agree,Disagree,Agree strongly,Agree strongly,1.115737477922284,22.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.014467896719529
16-24,Female,White,Heterosexual/straight,Student in full-time education,4.0,Sometimes wrong,Disagree,Disagree strongly,Disagree,Agree strongly,Disagree,Disagree,-1.8697079210793068,,Limiting,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.38396643528613533
16-24,Female,Not white,Heterosexual/straight,Student in full-time education,4.0,Mostly wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,-0.37635149682093105,,None,No,Not important at all,Living with partner,0.5531619054906566
16-24,Male,Not white,Heterosexual/straight,Student in full-time education,4.0,Sometimes wrong,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree strongly,Agree strongly,0.9626525780131461,,None,No,Fairly important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.5827836763859108
